,order_date,order_day_of_week,store,supplier_id,category,product_case_pack,retail_price,replenishment_unit_cost,Ao_Forecast_Quantity,Minimum_Order_Quantity,Maximum_Order_Quantity,lead_time,suggested_order_quantity,actual_order_quantity,balance,year,month,day
1963,2017-05-13,1.641095890410959,1.784480082772892,1.8197978002444173,2.1217038539553754,6,3.5,9.12,8.8,12,60,3,1,1,3.166666,1.8428845020624631,1.5801192842942346,1.668235294117647
1964,2017-05-13,1.641095890410959,1.784480082772892,1.8197978002444173,1.653361344537815,24,2.2,20.16,33.0,24,500,3,1,1,2.041666,1.8428845020624631,1.5801192842942346,1.668235294117647
1965,2017-05-13,1.641095890410959,1.784480082772892,1.8197978002444173,1.1654135338345866,24,1.9,15.12,12.4,2,30,3,1,1,0.458333,1.8428845020624631,1.5801192842942346,1.668235294117647
1966,2017-05-13,1.641095890410959,1.784480082772892,1.8197978002444173,1.1612903225806452,20,1.4,8.6,3.0,20,100,3,1,1,1.05,1.8428845020624631,1.5801192842942346,1.668235294117647
1967,2017-05-13,1.641095890410959,1.784480082772892,1.8197978002444173,1.1842105263157894,24,2.0,14.84,12.9,24,100,3,1,1,1.083333,1.8428845020624631,1.5801192842942346,1.668235294117647
1968,2017-05-13,1.641095890410959,1.784480082772892,1.8197978002444173,1.1654135338345866,21,1.9,11.34,6.0,5,80,3,1,1,0.380952,1.8428845020624631,1.5801192842942346,1.668235294117647
1969,2017-05-13,1.641095890410959,1.784480082772892,1.8197978002444173,1.3504043126684635,24,1.6,16.8,17.0,12,60,3,1,1,1.625,1.8428845020624631,1.5801192842942346,1.668235294117647
1970,2017-05-13,1.641095890410959,1.784480082772892,1.8197978002444173,1.7983193277310925,24,2.8,27.6,69.0,50,500,3,3,3,2.375,1.8428845020624631,1.5801192842942346,1.668235294117647
1971,2017-05-13,1.641095890410959,1.784480082772892,1.8197978002444173,1.1111111379690648,12,1.8,10.74,0.5,4,20,3,1,1,0.0,1.8428845020624631,1.5801192842942346,1.668235294117647
1972,2017-05-13,1.641095890410959,1.784480082772892,1.8197978002444173,1.0232558139534884,20,2.7,16.2,7.2,8,50,3,1,1,0.75,1.8428845020624631,1.5801192842942346,1.668235294117647
1973,2017-05-15,1.699685534591195,1.784480082772892,1.5733957219251338,1.1039697542533082,8,2.95,11.84,4.45,2,20,2,1,1,0.75,1.8428845020624631,1.5801192842942346,1.7477148080438756
1974,2017-05-15,1.699685534591195,1.784480082772892,1.5733957219251338,2.3639494833524686,6,4.85,9.12,38.5,3,200,2,2,2,5.833333,1.8428845020624631,1.5801192842942346,1.7477148080438756
1975,2017-05-15,1.699685534591195,1.784480082772892,1.5733957219251338,2.819105691056911,1,1.5,0.56,1.15,2,40,2,3,3,1.0,1.8428845020624631,1.5801192842942346,1.7477148080438756
1976,2017-05-15,1.699685534591195,1.784480082772892,1.5733957219251338,1.1039697542533082,6,2.2,4.44,5.9,2,50,2,1,1,1.0,1.8428845020624631,1.5801192842942346,1.7477148080438756
1977,2017-05-15,1.699685534591195,1.784480082772892,1.5733957219251338,1.2620232172470978,10,3.75,14.9,4.3,2,30,2,1,1,0.6,1.8428845020624631,1.5801192842942346,1.7477148080438756
1978,2017-05-15,1.699685534591195,1.784480082772892,1.5733957219251338,2.3639494833524686,6,4.85,8.82,19.5,1,100,2,2,2,1.833333,1.8428845020624631,1.5801192842942346,1.7477148080438756
1979,2017-05-15,1.699685534591195,1.784480082772892,1.5733957219251338,2.819105691056911,6,1.95,5.22,2.05,0,1,2,1,1,0.166666,1.8428845020624631,1.5801192842942346,1.7477148080438756
1980,2017-05-16,1.8500421229991575,1.784480082772892,2.2366281557552417,1.97098976109215,4,5.95,8.25,5.1,2,30,1,1,1,1.25,1.8428845020624631,1.5801192842942346,1.83402489626556
1981,2017-05-16,1.8500421229991575,1.784480082772892,2.2366281557552417,1.7796101949025487,4,6.1,10.47,0.0,3,50,1,1,2,0.25,1.8428845020624631,1.5801192842942346,1.83402489626556
1982,2017-05-16,1.8500421229991575,1.784480082772892,2.2366281557552417,1.7796101949025487,4,6.1,11.1,2.0,3,50,1,2,2,0.0,1.8428845020624631,1.5801192842942346,1.83402489626556
1983,2017-05-16,1.8500421229991575,1.784480082772892,2.2366281557552417,1.97098976109215,4,5.95,8.25,6.9,2,30,1,3,2,0.0,1.8428845020624631,1.5801192842942346,1.83402489626556
1984,2017-05-16,1.8500421229991575,1.784480082772892,2.2366281557552417,1.97098976109215,4,5.95,8.25,4.2,1,10,1,2,2,0.25,1.8428845020624631,1.5801192842942346,1.83402489626556
1985,2017-05-16,1.8500421229991575,1.784480082772892,2.2366281557552417,2.3821138211382116,6,4.95,10.036,10.5,3,100,1,2,2,0.833333,1.8428845020624631,1.5801192842942346,1.83402489626556
1986,2017-05-17,1.8335139039364392,1.784480082772892,1.5733957219251338,2.819105691056911,1,1.5,0.56,3.0,2,40,2,3,3,2.0,1.8428845020624631,1.5801192842942346,1.865546218487395
1987,2017-05-17,1.8335139039364392,1.784480082772892,1.5733957219251338,1.1036106750392465,8,3.95,12.8,1.9,1,50,2,1,1,0.25,1.8428845020624631,1.5801192842942346,1.865546218487395
1988,2017-05-17,1.8335139039364392,1.784480082772892,1.5733957219251338,1.1039697542533082,8,2.95,11.84,5.35,2,20,2,1,1,0.75,1.8428845020624631,1.5801192842942346,1.865546218487395
1989,2017-05-17,1.8335139039364392,1.784480082772892,1.5733957219251338,1.1030701754385965,4,2.5,4.32,2.4,2,12,2,1,1,0.25,1.8428845020624631,1.5801192842942346,1.865546218487395
1990,2017-05-17,1.8335139039364392,1.784480082772892,1.5733957219251338,1.1036106750392465,10,2.95,11.4,2.35,2,20,2,1,1,0.4,1.8428845020624631,1.5801192842942346,1.865546218487395
1991,2017-05-17,1.8335139039364392,1.784480082772892,1.5733957219251338,1.0503597122302157,16,2.8,21.6,0.4,2,48,2,1,1,0.0,1.8428845020624631,1.5801192842942346,1.865546218487395
1992,2017-05-17,1.8335139039364392,1.784480082772892,1.5733957219251338,1.1036106750392465,10,2.5,8.1,0.5,2,20,2,1,1,0.0,1.8428845020624631,1.5801192842942346,1.865546218487395
1993,2017-05-17,1.8335139039364392,1.784480082772892,1.5733957219251338,1.1036106750392465,8,3.95,12.8,4.8,1,50,2,1,1,0.375,1.8428845020624631,1.5801192842942346,1.865546218487395
1994,2017-05-17,1.8335139039364392,1.784480082772892,1.5733957219251338,1.1039697542533082,6,2.2,4.44,8.6,2,50,2,1,1,1.5,1.8428845020624631,1.5801192842942346,1.865546218487395
1995,2017-05-17,1.8335139039364392,1.784480082772892,1.5733957219251338,2.819105691056911,1,1.5,0.56,4.9,2,40,2,3,3,4.0,1.8428845020624631,1.5801192842942346,1.865546218487395
1996,2017-05-17,1.8335139039364392,1.784480082772892,1.5733957219251338,1.1036106750392465,6,3.5,9.78,4.7,3,50,2,1,1,0.666666,1.8428845020624631,1.5801192842942346,1.865546218487395
1997,2017-05-17,1.8335139039364392,1.784480082772892,1.5733957219251338,1.1036106750392465,6,3.5,9.78,2.6,1,50,2,1,1,0.5,1.8428845020624631,1.5801192842942346,1.865546218487395
1998,2017-05-17,1.8335139039364392,1.784480082772892,1.5733957219251338,1.1036106750392465,6,2.5,6.12,9.3,1,50,2,1,1,0.833333,1.8428845020624631,1.5801192842942346,1.865546218487395
1999,2017-05-17,1.8335139039364392,1.784480082772892,1.5733957219251338,1.5092783505154639,6,2.95,6.54,12.5,2,50,2,1,1,2.166666,1.8428845020624631,1.5801192842942346,1.865546218487395
2000,2017-05-17,1.8335139039364392,1.784480082772892,1.5733957219251338,1.7796101949025487,4,4.95,7.8,6.1,2,20,2,1,1,2.0,1.8428845020624631,1.5801192842942346,1.865546218487395
2001,2017-05-17,1.8335139039364392,1.784480082772892,1.5733957219251338,2.819105691056911,6,1.7,4.02,4.1,1,12,2,1,1,0.833333,1.8428845020624631,1.5801192842942346,1.865546218487395
2002,2017-05-19,1.8294162244124337,1.784480082772892,2.2366281557552417,2.3821138211382116,6,4.95,10.036,17.0,3,100,3,2,2,1.5,1.8428845020624631,1.5801192842942346,2.0292164674634794
2003,2017-05-19,1.8294162244124337,1.784480082772892,2.2366281557552417,2.3821138211382116,6,4.95,10.04,8.0,3,100,3,1,1,1.166666,1.8428845020624631,1.5801192842942346,2.0292164674634794
2004,2017-05-19,1.8294162244124337,1.784480082772892,2.2366281557552417,1.97098976109215,4,5.95,8.25,10.0,2,30,3,2,2,1.75,1.8428845020624631,1.5801192842942346,2.0292164674634794
2005,2017-05-19,1.8294162244124337,1.784480082772892,2.2366281557552417,2.3254901960784315,8,2.95,6.5360000000000005,25.0,2,200,3,3,3,1.0,1.8428845020624631,1.5801192842942346,2.0292164674634794
2006,2017-05-19,1.8294162244124337,1.784480082772892,2.2366281557552417,2.3254901960784315,8,2.95,6.353,24.5,2,200,3,1,1,2.375,1.8428845020624631,1.5801192842942346,2.0292164674634794
2007,2017-05-19,1.8294162244124337,1.784480082772892,2.2366281557552417,1.7796101949025487,4,6.1,11.1,6.5,3,50,3,2,2,1.0,1.8428845020624631,1.5801192842942346,2.0292164674634794
2008,2017-05-19,1.8294162244124337,1.784480082772892,2.2366281557552417,1.7796101949025487,4,6.1,10.47,3.05,3,50,3,1,1,1.25,1.8428845020624631,1.5801192842942346,2.0292164674634794
2009,2017-05-19,1.8294162244124337,1.784480082772892,2.2366281557552417,2.3821138211382116,6,4.95,10.038,5.0,3,100,3,2,2,0.166666,1.8428845020624631,1.5801192842942346,2.0292164674634794
2010,2017-05-19,1.8294162244124337,1.784480082772892,2.05263157448852,2.307688941737924,24,2.75,1.464,4.6,6,24,5,1,2,0.0,1.8428845020624631,1.5801192842942346,2.0292164674634794
2011,2017-05-19,1.8294162244124337,1.784480082772892,2.05263157448852,1.1012658227848102,12,2.3,11.76,3.3,6,24,5,1,2,0.0,1.8428845020624631,1.5801192842942346,2.0292164674634794
2012,2017-05-19,1.8294162244124337,1.784480082772892,2.05263157448852,2.307688941737924,10,2.95,16.9,1.4,6,24,5,1,2,0.0,1.8428845020624631,1.5801192842942346,2.0292164674634794
2013,2017-05-19,1.8294162244124337,1.784480082772892,2.05263157448852,2.307688941737924,24,2.75,23.76,7.2,6,24,5,1,2,0.166666,1.8428845020624631,1.5801192842942346,2.0292164674634794
2014,2017-05-19,1.8294162244124337,1.784480082772892,2.05263157448852,2.307688941737924,12,2.95,23.76,1.1,0,1,5,1,2,0.0,1.8428845020624631,1.5801192842942346,2.0292164674634794
2015,2017-05-19,1.8294162244124337,1.784480082772892,1.5733957219251338,1.5092783505154639,1,2.75,0.89,2.35,2,30,3,1,3,4.0,1.8428845020624631,1.5801192842942346,2.0292164674634794
2016,2017-05-19,1.8294162244124337,1.784480082772892,1.5733957219251338,2.819105691056911,1,1.5,0.56,3.6,2,40,3,1,2,5.0,1.8428845020624631,1.5801192842942346,2.0292164674634794
2017,2017-05-19,1.8294162244124337,1.784480082772892,1.5733957219251338,2.819105691056911,1,1.5,0.56,6.4,2,40,3,2,2,7.0,1.8428845020624631,1.5801192842942346,2.0292164674634794
2018,2017-05-19,1.8294162244124337,1.784480082772892,1.5733957219251338,1.1030701754385965,6,2.75,6.3,0.8,0,1,3,1,1,0.0,1.8428845020624631,1.5801192842942346,2.0292164674634794
2019,2017-05-20,1.641095890410959,1.784480082772892,2.2366281557552417,1.97098976109215,4,5.95,8.25,5.5,2,30,2,1,1,1.75,1.8428845020624631,1.5801192842942346,1.8420138888888888
2020,2017-05-20,1.641095890410959,1.784480082772892,2.2366281557552417,2.3254901960784315,8,2.95,6.353,32.0,2,200,2,1,1,3.375,1.8428845020624631,1.5801192842942346,1.8420138888888888
2021,2017-05-20,1.641095890410959,1.784480082772892,2.2366281557552417,2.3254901960784315,8,2.95,6.5360000000000005,29.0,2,200,2,1,2,3.5,1.8428845020624631,1.5801192842942346,1.8420138888888888
2022,2017-05-20,1.641095890410959,1.784480082772892,2.2366281557552417,2.3821138211382116,6,4.95,10.036,16.5,3,100,2,1,1,3.166666,1.8428845020624631,1.5801192842942346,1.8420138888888888
2023,2017-05-20,1.641095890410959,1.784480082772892,2.2366281557552417,2.3821138211382116,6,4.95,10.04,8.5,3,100,2,1,1,1.666666,1.8428845020624631,1.5801192842942346,1.8420138888888888
2024,2017-05-20,1.641095890410959,1.784480082772892,1.8197978002444173,1.1111111379690648,12,1.8,10.74,2.6,4,20,3,1,1,0.25,1.8428845020624631,1.5801192842942346,1.8420138888888888
2025,2017-05-20,1.641095890410959,1.784480082772892,1.8197978002444173,1.7983193277310925,24,2.8,27.6,66.0,50,500,3,1,1,3.833333,1.8428845020624631,1.5801192842942346,1.8420138888888888
2026,2017-05-20,1.641095890410959,1.784480082772892,1.8197978002444173,1.3504043126684635,12,2.4,11.28,11.9,6,48,3,1,1,1.083333,1.8428845020624631,1.5801192842942346,1.8420138888888888
2027,2017-05-20,1.641095890410959,1.784480082772892,1.8197978002444173,1.0129310344827587,60,0.9,12.96,33.0,10,50,3,1,1,0.65,1.8428845020624631,1.5801192842942346,1.8420138888888888
2028,2017-05-20,1.641095890410959,1.784480082772892,1.8197978002444173,1.44,12,1.95,6.36,9.7,3,70,3,1,1,0.833333,1.8428845020624631,1.5801192842942346,1.8420138888888888
2029,2017-05-20,1.641095890410959,1.784480082772892,1.8197978002444173,1.653361344537815,24,2.2,20.16,5.4,6,100,3,1,1,0.458333,1.8428845020624631,1.5801192842942346,1.8420138888888888
2030,2017-05-20,1.641095890410959,1.784480082772892,1.8197978002444173,1.055263157894737,24,2.8,24.0,8.2,5,30,3,1,1,0.416666,1.8428845020624631,1.5801192842942346,1.8420138888888888
2031,2017-05-20,1.641095890410959,1.784480082772892,1.8197978002444173,1.055263157894737,30,2.6,18.6,8.5,3,60,3,1,1,0.166666,1.8428845020624631,1.5801192842942346,1.8420138888888888
2032,2017-05-20,1.641095890410959,1.784480082772892,1.8197978002444173,1.0772058823529411,12,2.5,9.48,1.0,2,15,3,1,1,0.0,1.8428845020624631,1.5801192842942346,1.8420138888888888
2033,2017-05-20,1.641095890410959,1.784480082772892,1.8197978002444173,1.8196078431372549,6,1.2,2.86,6.8,12,72,3,1,1,2.666666,1.8428845020624631,1.5801192842942346,1.8420138888888888
2034,2017-05-20,1.641095890410959,1.784480082772892,1.8197978002444173,1.653361344537815,24,2.2,20.16,36.4,6,100,3,1,1,1.666666,1.8428845020624631,1.5801192842942346,1.8420138888888888
2035,2017-05-20,1.641095890410959,1.784480082772892,1.8197978002444173,2.656050955414013,12,2.95,14.52,15.6,10,100,3,1,1,1.583333,1.8428845020624631,1.5801192842942346,1.8420138888888888
2036,2017-05-20,1.641095890410959,1.784480082772892,1.8197978002444173,1.0380952380952382,24,2.1,17.76,13.4,4,50,3,1,1,0.541666,1.8428845020624631,1.5801192842942346,1.8420138888888888
2037,2017-05-20,1.641095890410959,1.784480082772892,1.8197978002444173,1.8196078431372549,6,1.95,4.23,7.6,12,72,3,1,1,3.0,1.8428845020624631,1.5801192842942346,1.8420138888888888
2038,2017-05-20,1.641095890410959,1.784480082772892,1.8197978002444173,1.1888888888888889,16,2.5,12.48,9.1,3,30,3,1,1,0.3125,1.8428845020624631,1.5801192842942346,1.8420138888888888
2039,2017-05-20,1.641095890410959,1.784480082772892,1.8197978002444173,1.0,20,2.95,29.0,7.1,3,20,3,1,1,0.0,1.8428845020624631,1.5801192842942346,1.8420138888888888
2040,2017-05-20,1.641095890410959,1.784480082772892,1.8197978002444173,1.4285714285714286,15,1.8,9.45,16.9,5,60,3,1,1,1.133333,1.8428845020624631,1.5801192842942346,1.8420138888888888
2041,2017-05-20,1.641095890410959,1.784480082772892,1.8197978002444173,1.5060728744939271,15,1.8,9.45,25.5,5,60,3,1,1,1.266666,1.8428845020624631,1.5801192842942346,1.8420138888888888
2042,2017-05-20,1.641095890410959,1.784480082772892,1.8197978002444173,1.0129310344827587,40,1.45,14.8,9.2,5,60,3,1,1,0.25,1.8428845020624631,1.5801192842942346,1.8420138888888888
2043,2017-05-20,1.641095890410959,1.784480082772892,1.8197978002444173,1.1612903225806452,6,3.5,7.68,5.2,3,70,3,1,1,1.166666,1.8428845020624631,1.5801192842942346,1.8420138888888888
2044,2017-05-20,1.641095890410959,1.784480082772892,1.8197978002444173,1.8196078431372549,6,2.8,7.26,7.2,6,60,3,2,2,1.0,1.8428845020624631,1.5801192842942346,1.8420138888888888
2045,2017-05-20,1.641095890410959,1.784480082772892,1.8197978002444173,5.3640081799591,12,1.6,6.48,64.0,24,400,3,2,5,5.8333330000000005,1.8428845020624631,1.5801192842942346,1.8420138888888888
2046,2017-05-20,1.641095890410959,1.784480082772892,1.8197978002444173,1.2073170731707317,48,1.3,19.32,13.5,12,60,3,1,1,0.5,1.8428845020624631,1.5801192842942346,1.8420138888888888
2047,2017-05-20,1.641095890410959,1.784480082772892,1.8197978002444173,3.0350877192982457,12,2.2,9.36,12.7,12,100,3,1,1,1.416666,1.8428845020624631,1.5801192842942346,1.8420138888888888
2048,2017-05-20,1.641095890410959,1.784480082772892,1.8197978002444173,1.0769230769230769,28,1.9,14.56,11.5,3,100,3,1,1,0.25,1.8428845020624631,1.5801192842942346,1.8420138888888888
2049,2017-05-20,1.641095890410959,1.784480082772892,1.8197978002444173,3.7628865979381443,24,0.8,3.4,103.0,50,300,3,4,5,2.458333,1.8428845020624631,1.5801192842942346,1.8420138888888888
2050,2017-05-20,1.641095890410959,1.784480082772892,1.8197978002444173,3.0350877192982457,24,2.2,18.72,92.0,72,800,3,2,2,5.125,1.8428845020624631,1.5801192842942346,1.8420138888888888
2051,2017-05-20,1.641095890410959,1.784480082772892,1.8197978002444173,2.656050955414013,12,2.2,9.36,35.0,24,300,3,3,3,2.75,1.8428845020624631,1.5801192842942346,1.8420138888888888
2052,2017-05-20,1.641095890410959,1.784480082772892,1.8197978002444173,2.1217038539553754,12,2.2,10.8,35.0,24,100,3,2,3,3.666666,1.8428845020624631,1.5801192842942346,1.8420138888888888
2053,2017-05-20,1.641095890410959,1.784480082772892,1.8197978002444173,5.3640081799591,6,1.5,2.98,51.0,24,400,3,4,7,8.5,1.8428845020624631,1.5801192842942346,1.8420138888888888
2054,2017-05-20,1.641095890410959,1.784480082772892,1.8197978002444173,1.7983193277310925,12,2.8,11.88,16.5,12,60,3,1,1,1.916666,1.8428845020624631,1.5801192842942346,1.8420138888888888
2055,2017-05-20,1.641095890410959,1.784480082772892,1.8197978002444173,1.7983193277310925,12,2.8,11.88,10.3,12,60,3,1,1,1.416666,1.8428845020624631,1.5801192842942346,1.8420138888888888
2056,2017-05-20,1.641095890410959,1.784480082772892,1.8197978002444173,2.9513513513513514,6,2.2,4.01,18.7,6,30,3,4,6,0.166666,1.8428845020624631,1.5801192842942346,1.8420138888888888
2057,2017-05-20,1.641095890410959,1.784480082772892,1.8197978002444173,2.9513513513513514,24,1.5,10.8,46.0,24,150,3,1,2,2.625,1.8428845020624631,1.5801192842942346,1.8420138888888888
2058,2017-05-20,1.641095890410959,1.784480082772892,1.8197978002444173,3.0350877192982457,24,1.5,11.76,76.0,72,500,3,1,1,5.3333330000000005,1.8428845020624631,1.5801192842942346,1.8420138888888888
2059,2017-05-20,1.641095890410959,1.784480082772892,1.8197978002444173,1.1888888888888889,16,3.5,29.28,8.8,3,30,3,1,1,0.6875,1.8428845020624631,1.5801192842942346,1.8420138888888888
2060,2017-05-20,1.641095890410959,1.784480082772892,1.8197978002444173,1.653361344537815,6,3.1,8.22,8.7,12,40,3,1,1,3.166666,1.8428845020624631,1.5801192842942346,1.8420138888888888
2061,2017-05-20,1.641095890410959,1.784480082772892,1.8197978002444173,3.0350877192982457,6,3.5,9.6,10.9,20,60,3,1,1,4.666666,1.8428845020624631,1.5801192842942346,1.8420138888888888
2062,2017-05-20,1.641095890410959,1.784480082772892,1.8197978002444173,1.0000017175384703,48,1.5,24.48,0.1,3,30,3,1,1,-0.041666,1.8428845020624631,1.5801192842942346,1.8420138888888888
2063,2017-05-20,1.641095890410959,1.784480082772892,1.8197978002444173,1.0232558139534884,18,3.5,33.48,0.0,3,12,3,1,1,0.0,1.8428845020624631,1.5801192842942346,1.8420138888888888
2064,2017-05-20,1.641095890410959,1.784480082772892,1.8197978002444173,1.0232558139534884,15,3.7,25.35,0.0,2,12,3,1,1,0.0,1.8428845020624631,1.5801192842942346,1.8420138888888888
2065,2017-05-20,1.641095890410959,1.784480082772892,1.8197978002444173,1.0232558139534884,15,3.7,28.8,0.0,2,12,3,1,1,0.0,1.8428845020624631,1.5801192842942346,1.8420138888888888
2066,2017-05-20,1.641095890410959,1.784480082772892,1.8197978002444173,1.0,16,3.9,33.12,0.0,3,12,3,1,1,0.0,1.8428845020624631,1.5801192842942346,1.8420138888888888
2067,2017-05-20,1.641095890410959,1.784480082772892,1.8197978002444173,2.656050955414013,24,1.5,13.44,0.1,12,100,3,1,1,-0.041666,1.8428845020624631,1.5801192842942346,1.8420138888888888
2068,2017-05-20,1.641095890410959,1.784480082772892,1.8197978002444173,1.5060728744939271,20,1.5,11.6,0.0,5,60,3,1,1,0.0,1.8428845020624631,1.5801192842942346,1.8420138888888888
