,order_date,order_day_of_week,store,supplier_id,category,product_case_pack,retail_price,replenishment_unit_cost,Ao_Forecast_Quantity,Minimum_Order_Quantity,Maximum_Order_Quantity,lead_time,suggested_order_quantity,actual_order_quantity,balance,year,month,day
50,2017-01-06,1.8294162244124337,1.784480082772892,1.5733957219251338,1.1036106750392465,6,2.5,5.88,8.4,1,50,3,1,1,1.166666,1.8428845020624631,1.471576227390181,1.7092783505154638
51,2017-01-06,1.8294162244124337,1.784480082772892,1.5733957219251338,1.1036106750392465,6,2.95,6.54,8.4,2,30,3,2,1,0.333333,1.8428845020624631,1.471576227390181,1.7092783505154638
52,2017-01-06,1.8294162244124337,1.784480082772892,1.5733957219251338,1.1036106750392465,6,2.5,5.94,13.6,3,50,3,1,1,2.5,1.8428845020624631,1.471576227390181,1.7092783505154638
53,2017-01-06,1.8294162244124337,1.784480082772892,1.5733957219251338,1.1030701754385965,4,2.8,4.56,2.7,2,12,3,1,1,0.75,1.8428845020624631,1.471576227390181,1.7092783505154638
54,2017-01-06,1.8294162244124337,1.784480082772892,1.5733957219251338,1.1030701754385965,4,2.8,4.08,0.75,3,20,3,1,1,0.25,1.8428845020624631,1.471576227390181,1.7092783505154638
55,2017-01-06,1.8294162244124337,1.784480082772892,1.5733957219251338,1.1036106750392465,24,1.5,7.12,1.3,0,1,3,1,1,0.0,1.8428845020624631,1.471576227390181,1.7092783505154638
56,2017-01-06,1.8294162244124337,1.784480082772892,1.5733957219251338,1.1036106750392465,8,3.95,13.2,5.3,1,50,3,1,1,0.25,1.8428845020624631,1.471576227390181,1.7092783505154638
57,2017-01-07,1.641095890410959,1.784480082772892,2.2366281557552417,1.7796101949025487,4,6.1,10.98,14.5,2,100,2,3,1,1.25,1.8428845020624631,1.471576227390181,1.5743519781718964
58,2017-01-07,1.641095890410959,1.784480082772892,2.2366281557552417,1.7796101949025487,4,6.1,10.98,5.9,2,100,2,2,1,0.5,1.8428845020624631,1.471576227390181,1.5743519781718964
59,2017-01-07,1.641095890410959,1.784480082772892,2.2366281557552417,1.97098976109215,4,4.95,7.3481,23.0,4,30,2,4,1,3.5,1.8428845020624631,1.471576227390181,1.5743519781718964
60,2017-01-07,1.641095890410959,1.784480082772892,2.2366281557552417,2.3254901960784315,8,2.95,6.9,60.5,2,200,2,5,2,3.5,1.8428845020624631,1.471576227390181,1.5743519781718964
61,2017-01-07,1.641095890410959,1.784480082772892,2.2366281557552417,1.97098976109215,4,5.95,8.17,24.9,2,30,2,3,1,3.75,1.8428845020624631,1.471576227390181,1.5743519781718964
62,2017-01-07,1.641095890410959,1.784480082772892,2.2366281557552417,1.1039697542533082,6,2.5,5.875,15.5,2,50,2,2,1,1.833333,1.8428845020624631,1.471576227390181,1.5743519781718964
