id,order_date,order_day_of_week,store,supplier_id,product_id,category,on_order_quantity,on_hand_quantity,product_case_pack,retail_price,replenishment_unit_cost,forecast_start_date,forecast_end_date,Ao_Forecast_Quantity,Minimum_Order_Quantity,Maximum_Order_Quantity,lead_time,suggested_order_quantity,actual_order_quantity
3184,7/19/2017,Wednesday,s1,50,106502,c761,0,0,6,2.5,5.04,7/19/2017,7/25/2017,2.8,0,1,3,1,1
3185,7/19/2017,Wednesday,s1,50,143922,c770,0,0.0625,16,1.5,6.48,7/19/2017,7/25/2017,2.4,0,1,3,1,1
3186,7/19/2017,Wednesday,s1,50,106627,c896,0,0.625,8,2.9,9.6,7/19/2017,7/25/2017,4.4,5,20,3,1,1
3187,7/19/2017,Wednesday,s1,50,136361,c672,0,1.5,6,2.75,6.3,7/19/2017,7/25/2017,6.35,3,20,3,1,1
3188,7/19/2017,Wednesday,s1,50,136340,c2052,2,0.5,4,5.95,9.36,7/19/2017,7/25/2017,8.716667,2,20,3,1,1
3189,7/19/2017,Wednesday,s1,50,136081,c672,0,1.5,4,2.5,4.32,7/19/2017,7/25/2017,4.7,2,12,3,1,1
3190,7/20/2017,Thursday,s1,30,62068,c781,0,2.25,4,5.95,8.25,7/20/2017,7/23/2017,8.5,2,30,1,1,1
3191,7/20/2017,Thursday,s1,30,92714,c2052,0,0,4,6.1,11.1,7/20/2017,7/23/2017,4,3,50,1,2,2
3192,7/20/2017,Thursday,s1,30,90557,c2052,0,0.5,4,6.1,10.47,7/20/2017,7/23/2017,5.25,2,50,1,2,2
3193,7/20/2017,Thursday,s1,30,146585,c785,0,0,6,7.43,18.918,7/20/2017,7/23/2017,0,10,100,1,2,2
3194,7/20/2017,Thursday,s1,50,83294,c785,2,1.5,6,4.95,8.1,7/20/2017,7/27/2017,34.276517,3,100,3,3,3
3195,7/20/2017,Thursday,s1,50,82299,c785,3,1.833333,6,4.95,8.94,7/20/2017,7/27/2017,42,3,100,3,3,4
3196,7/20/2017,Thursday,s1,50,24629,c760,1,0.666666,6,2.4,3.66,7/20/2017,7/27/2017,10.5,2,50,3,1,1
3197,7/20/2017,Thursday,s1,50,32945,c793,0,2.333333,6,4.85,9.12,7/20/2017,7/27/2017,36.5,10,100,3,6,6
3198,7/20/2017,Thursday,s1,50,25308,c760,1,0.5,10,2.4,6.5,7/20/2017,7/27/2017,11.891667,4,60,3,1,1
3199,7/20/2017,Thursday,s1,50,61625,c896,1,0.25,8,2.95,11.84,7/20/2017,7/27/2017,8.5,4,20,3,1,1
3200,7/20/2017,Thursday,s1,50,40916,c896,0,1.75,8,2.95,11.84,7/20/2017,7/27/2017,13.3,4,20,3,1,1
3201,7/20/2017,Thursday,s1,50,58827,c786,3,-0.166666,6,3.8,7.5,7/20/2017,7/27/2017,35.5,10,100,3,5,3
3202,7/20/2017,Thursday,s1,50,136340,c2052,1,0,4,5.95,9.36,7/20/2017,7/27/2017,10.2,2,20,3,2,2
3203,7/20/2017,Thursday,s1,50,136078,c672,0,0.25,4,2.5,4.32,7/20/2017,7/27/2017,0.6,2,12,3,1,1
3204,7/20/2017,Thursday,s1,50,127283,c676,0,0.142857,14,2,7.14,7/20/2017,7/27/2017,2.75,0,1,3,1,1
3205,7/20/2017,Thursday,s1,50,143926,c672,0,0,6,2.75,6.3,7/20/2017,7/27/2017,1.6,0,1,3,1,1
3206,7/20/2017,Thursday,s1,50,114894,c762,0,0,10,3.75,15.6,7/20/2017,7/27/2017,1.8,2,30,3,1,1
3207,7/20/2017,Thursday,s1,50,100914,c770,0,2.333333,6,3.5,9.84,7/20/2017,7/27/2017,12,3,50,3,1,1
3208,7/20/2017,Thursday,s1,50,100909,c770,1,0.166666,6,2.5,6.12,7/20/2017,7/27/2017,7.6,3,50,3,1,1
3209,7/20/2017,Thursday,s1,50,58824,c793,4,2.166666,6,4.85,9.12,7/20/2017,7/27/2017,51,10,200,3,4,4
3210,7/20/2017,Thursday,s1,50,109254,c771,1,11,1,1.5,0.56,7/20/2017,7/27/2017,11.2,2,40,3,2,3
3211,7/20/2017,Thursday,s1,50,53173,c896,1,1.666666,6,2.2,4.44,7/20/2017,7/27/2017,15.5,2,50,3,1,1
3212,7/20/2017,Thursday,s1,50,66521,c793,2,2.833333,6,4.85,8.82,7/20/2017,7/27/2017,38,10,100,3,4,4
3213,7/20/2017,Thursday,s1,50,86382,c794,1,0.5,6,4.95,11.46,7/20/2017,7/27/2017,0,10,100,3,1,1
3214,7/21/2017,Friday,s1,30,127297,c790,0,5.125,8,2.95,6.56,7/21/2017,7/25/2017,32.5,10,200,1,1,4
3215,7/21/2017,Friday,s1,30,136383,c785,2,0,6,4.95,9.455,7/21/2017,7/25/2017,7.5,10,100,1,1,5
3216,7/21/2017,Friday,s1,30,90524,c785,2,0,6,4.95,9.709,7/21/2017,7/25/2017,12.5,10,100,1,2,5
3217,7/21/2017,Friday,s1,30,90551,c790,0,6,8,2.95,6.536,7/21/2017,7/25/2017,62,10,200,1,3,5
3218,7/21/2017,Friday,s1,30,90557,c2052,2,0.25,4,6.1,10.47,7/21/2017,7/25/2017,7.716667,2,50,1,1,1
3219,7/21/2017,Friday,s1,30,113116,c785,2,0,6,4.95,9.455,7/21/2017,7/25/2017,10,10,100,1,2,5
3220,7/21/2017,Friday,s1,30,62068,c781,1,1.75,4,5.95,8.25,7/21/2017,7/25/2017,13.5,2,30,1,2,4
3221,7/21/2017,Friday,s1,30,62066,c781,0,2.75,4,5.95,8.25,7/21/2017,7/25/2017,12,2,30,1,1,4
3222,7/21/2017,Friday,s1,50,58827,c786,5,0.833333,6,3.8,7.5,7/21/2017,7/27/2017,32.5,10,100,3,2,2
3223,7/21/2017,Friday,s1,50,66520,c786,1,0.166666,6,3.8,7.5,7/21/2017,7/27/2017,6,10,100,3,2,2
3224,7/21/2017,Friday,s1,50,86382,c794,1,0.333333,6,4.95,11.46,7/21/2017,7/27/2017,1.1,10,100,3,1,1
3225,7/21/2017,Friday,s1,50,100929,c773,0,1,8,1.95,7.92,7/21/2017,7/27/2017,8,2,20,3,1,1
3226,7/21/2017,Friday,s1,50,127110,c760,0,0,6,2.95,6.54,7/21/2017,7/27/2017,10,2,50,3,2,2
3227,7/21/2017,Friday,s1,50,136354,c770,0,0,24,1.5,7.4,7/21/2017,7/27/2017,4.75,0,1,3,1,1
3228,7/21/2017,Friday,s1,50,143919,c771,0,0,6,1.95,5.22,7/21/2017,7/27/2017,0.45,0,1,3,1,1
3229,7/21/2017,Friday,s1,50,143913,c762,0,0,10,3.95,18.7,7/21/2017,7/27/2017,2.35,0,1,3,1,1
3230,7/21/2017,Friday,s1,50,136340,c2052,3,0,4,5.95,9.36,7/21/2017,7/27/2017,10.677777,2,20,3,1,1
3231,7/21/2017,Friday,s1,50,131414,c676,0,-0.041666,24,1.5,7.44,7/21/2017,7/27/2017,1.05,0,1,3,1,1
3232,7/21/2017,Friday,s1,50,136343,c760,0,0.5,10,4.5,23.2,7/21/2017,7/27/2017,5.4,0,1,3,1,1
3233,7/22/2017,Saturday,s1,30,92714,c2052,1,1,4,6.1,11.1,7/22/2017,7/27/2017,6.883333,3,50,2,1,1
3234,7/22/2017,Saturday,s1,40,41273,c646,0,0.333333,12,2.95,13.68,7/22/2017,7/27/2017,3.9,3,60,2,1,3
3235,7/22/2017,Saturday,s1,40,543,c645,0,0.55,20,2,17.8,7/22/2017,7/27/2017,14.1,4,40,2,1,1
3236,7/22/2017,Saturday,s1,40,32190,c599,0,0.285714,14,5.95,48.72,7/22/2017,7/27/2017,5.8,2,20,2,1,1
3237,7/22/2017,Saturday,s1,40,69006,c889,0,7.5,6,1.6,3.36,7/22/2017,7/27/2017,22.999074,60,200,2,7,7
3238,7/22/2017,Saturday,s1,40,101026,c1844,0,0.433333,30,1.9,18,7/22/2017,7/27/2017,5.5,10,50,2,1,1
3239,7/22/2017,Saturday,s1,40,112470,c649,0,0.222222,18,1.7,12.42,7/22/2017,7/27/2017,4.4,3,30,2,1,1
3240,7/22/2017,Saturday,s1,40,39462,c895,0,1.583333,12,2.4,11.28,7/22/2017,7/27/2017,14.2,6,48,2,1,1
3241,7/22/2017,Saturday,s1,40,44821,c895,0,0.916666,24,1.6,16.8,7/22/2017,7/27/2017,12,12,60,2,1,1
3242,7/22/2017,Saturday,s1,40,45011,c894,0,0.75,24,2.2,20.16,7/22/2017,7/27/2017,21.218519,6,50,2,1,2
3243,7/22/2017,Saturday,s1,40,103211,c599,0,0.3,20,5.6,55,7/22/2017,7/27/2017,7.033333,3,40,2,1,1
3244,7/22/2017,Saturday,s1,40,985,c906,0,3.666666,6,3.5,9.12,7/22/2017,7/27/2017,12.5,12,60,2,1,2
3245,7/22/2017,Saturday,s1,40,86575,c895,0,0,24,2.2,17.28,7/22/2017,7/27/2017,3.366667,0,1,2,1,1
3246,7/22/2017,Saturday,s1,40,44829,c894,0,0.75,24,2.2,20.16,7/22/2017,7/27/2017,17,6,100,2,1,2
3247,7/22/2017,Saturday,s1,40,63327,c901,0,5.416666,12,2.95,14.52,7/22/2017,7/27/2017,24,50,100,2,1,2
3248,7/22/2017,Saturday,s1,40,790,c599,0,0.233333,30,2.6,30.3,7/22/2017,7/27/2017,4.933333,3,30,2,1,1
3249,7/22/2017,Saturday,s1,40,524,c644,0,0.25,24,2.95,30.72,7/22/2017,7/27/2017,2.6,4,40,2,1,1
3250,7/22/2017,Saturday,s1,40,971,c888,0,14.333333,6,2.2,3.97,7/22/2017,7/27/2017,27,60,120,2,1,1
3251,7/22/2017,Saturday,s1,40,39461,c895,0,1.833333,12,2.4,9.96,7/22/2017,7/27/2017,17,6,48,2,1,1
3252,7/22/2017,Saturday,s1,40,45082,c649,0,0.25,20,1.5,9,7/22/2017,7/27/2017,3,3,40,2,1,1
3253,7/22/2017,Saturday,s1,40,918,c605,0,1.25,20,1.4,8.2,7/22/2017,7/27/2017,6.1,20,100,2,1,2
3254,7/22/2017,Saturday,s1,40,70493,c596,0,0.40625,32,1.2,12.48,7/22/2017,7/27/2017,9.4,5,40,2,1,1
3255,7/22/2017,Saturday,s1,40,1165,c768,0,1.833333,6,2.8,7.26,7/22/2017,7/27/2017,7,6,60,2,1,1
3256,7/22/2017,Saturday,s1,40,963,c888,0,3.041666,24,1.5,10.8,7/22/2017,7/27/2017,29,60,150,2,1,2
3257,7/22/2017,Saturday,s1,40,25729,c888,0,8.5,6,2.2,4.01,7/22/2017,7/27/2017,13.081481,40,200,2,1,3
3258,7/22/2017,Saturday,s1,40,31406,c902,0,4.583333,12,2.2,9.36,7/22/2017,7/27/2017,38,24,300,2,1,2
3259,7/22/2017,Saturday,s1,40,982,c906,0,3.5,12,2.2,10.68,7/22/2017,7/27/2017,35,24,100,2,2,5
3260,7/22/2017,Saturday,s1,40,58210,c885,0,0.833333,6,1.5,2.98,7/22/2017,7/27/2017,14,60,400,2,12,25
3261,7/22/2017,Saturday,s1,40,609,c608,0,0,12,2.7,9.12,7/22/2017,7/27/2017,3.5,3,30,2,1,1
3262,7/22/2017,Saturday,s1,40,135902,c906,0,1.75,12,2.2,11.4,7/22/2017,7/27/2017,14,12,50,2,1,2
3263,7/22/2017,Saturday,s1,40,135906,c902,0,1.333333,24,1.5,12.48,7/22/2017,7/27/2017,12,24,100,2,1,3
3264,7/22/2017,Saturday,s1,40,135913,c893,0,2.5,6,3.1,8.64,7/22/2017,7/27/2017,10.6,6,30,2,1,2
3265,7/23/2017,Sunday,s1,50,1098,c762,0,1.2,10,3.95,18,7/23/2017,7/28/2017,11,3,45,2,1,1
3266,7/23/2017,Sunday,s1,50,1050,c767,0,0.833333,12,2.95,18.84,7/23/2017,7/28/2017,10,2,30,2,1,1
3267,7/23/2017,Sunday,s1,50,66520,c786,2,-0.333333,6,3.8,7.5,7/23/2017,7/28/2017,13,10,100,2,2,2
3268,7/23/2017,Sunday,s1,50,109253,c771,0,5,1,1.5,0.56,7/23/2017,7/28/2017,7,2,40,2,3,3
3269,7/23/2017,Sunday,s1,50,45670,c760,0,3,1,2.75,0.89,7/23/2017,7/28/2017,3.7,2,30,2,2,2
3270,7/23/2017,Sunday,s1,50,136081,c672,0,1.5,4,2.5,4.32,7/23/2017,7/28/2017,5.4,2,12,2,1,1
3271,7/23/2017,Sunday,s1,50,143917,c771,0,0.166666,6,1.95,4.86,7/23/2017,7/28/2017,1.15,0,1,2,1,1
3272,7/23/2017,Sunday,s1,50,143930,c676,0,0.666666,6,2.9,7.14,7/23/2017,7/28/2017,0.55,4,20,2,1,1
3273,7/23/2017,Sunday,s1,50,106627,c896,0,0.625,8,2.9,9.6,7/23/2017,7/28/2017,3.6,5,20,2,1,1
3274,7/23/2017,Sunday,s1,50,100909,c770,1,0.166666,6,2.5,6.12,7/23/2017,7/28/2017,9.1,3,50,2,1,1
3275,7/23/2017,Sunday,s1,50,100911,c770,0,0.333333,6,2.5,6.12,7/23/2017,7/28/2017,4.5,1,50,2,1,1
3276,7/23/2017,Sunday,s1,50,39421,c773,0,1.333333,6,2.5,7.08,7/23/2017,7/28/2017,7.4,2,60,2,1,1
3277,7/23/2017,Sunday,s1,50,86382,c794,2,0.166666,6,4.95,11.46,7/23/2017,7/28/2017,7.1,10,100,2,1,1
3278,7/23/2017,Sunday,s1,50,82349,c794,0,0.666666,6,4.95,11.46,7/23/2017,7/28/2017,6.6,10,100,2,2,2
3279,7/24/2017,Monday,s1,50,45670,c760,2,3,1,2.75,0.89,7/24/2017,7/29/2017,4.2,2,30,2,2,2
3280,7/24/2017,Monday,s1,50,25308,c760,0,1.4,10,2.4,6.5,7/24/2017,7/29/2017,13,4,60,2,1,1
3281,7/24/2017,Monday,s1,50,58827,c786,2,3,6,3.8,7.5,7/24/2017,7/29/2017,38,10,100,2,3,4
3282,7/24/2017,Monday,s1,50,32945,c793,0,5.833333,6,4.85,9.12,7/24/2017,7/29/2017,42.5,10,100,2,3,4
3283,7/24/2017,Monday,s1,50,109253,c771,3,2,1,1.5,0.56,7/24/2017,7/29/2017,11,2,40,2,8,10
3284,7/24/2017,Monday,s1,50,66520,c786,4,0.166666,6,3.8,7.5,7/24/2017,7/29/2017,21.5,10,100,2,2,4
3285,7/24/2017,Monday,s1,50,112932,c770,0,0,10,3.5,13.9,7/24/2017,7/29/2017,8.2,3,20,2,2,1
3286,7/24/2017,Monday,s1,50,82299,c785,2,4.833333,6,4.95,8.94,7/24/2017,7/29/2017,47,3,100,2,2,2
3287,7/24/2017,Monday,s1,50,136361,c672,0,0.833333,6,2.75,6.3,7/24/2017,7/29/2017,3.6,3,20,2,1,1
3288,7/24/2017,Monday,s1,50,143933,c896,0,0.875,8,3.6,14.96,7/24/2017,7/29/2017,2.3,10,30,2,1,1
3289,7/24/2017,Monday,s1,50,143912,c760,0,0.166666,12,4.5,25.08,7/24/2017,7/29/2017,3.1,0,1,2,1,1
3290,7/24/2017,Monday,s1,50,127116,c770,0,0.6,10,2.5,8.1,7/24/2017,7/29/2017,4.5,2,20,2,1,1
3291,7/24/2017,Monday,s1,50,127115,c770,0,0.4,10,2.5,8.1,7/24/2017,7/29/2017,7.4,2,20,2,1,1
3292,7/24/2017,Monday,s1,50,82349,c794,2,0.166666,6,4.95,11.46,7/24/2017,7/29/2017,9.6,10,100,2,2,2
3293,7/24/2017,Monday,s1,50,86382,c794,2,1.166666,6,4.95,11.46,7/24/2017,7/29/2017,9.6,10,100,2,1,2
3294,7/24/2017,Monday,s1,50,66521,c793,0,5.166666,6,4.85,8.82,7/24/2017,7/29/2017,41.5,10,100,2,4,2
3295,7/24/2017,Monday,s1,50,109254,c771,0,6,1,1.5,0.56,7/24/2017,7/29/2017,7.5,2,40,2,3,5
3296,7/24/2017,Monday,s1,50,1153,c767,0,1,10,2.4,13.3,7/24/2017,7/29/2017,6.8,4,30,2,1,1
3297,7/24/2017,Monday,s1,50,58824,c793,0,8.166666,6,4.85,9.12,7/24/2017,7/29/2017,43.5,10,200,2,1,2
3298,7/24/2017,Monday,s1,50,100915,c770,0,1.166666,6,3.5,9.96,7/24/2017,7/29/2017,7,1,50,2,1,1
3299,7/24/2017,Monday,s1,50,100909,c770,1,0.833333,6,2.5,6.12,7/24/2017,7/29/2017,12,3,50,2,1,1
3300,7/24/2017,Monday,s1,50,23819,c773,0,0.75,8,1.95,8.56,7/24/2017,7/29/2017,6.5,2,40,2,1,1
3301,7/24/2017,Monday,s1,50,127099,c760,0,0.833333,6,2.95,5.82,7/24/2017,7/29/2017,5,2,50,2,1,1
3302,7/24/2017,Monday,s1,50,118594,c785,3,1,6,4.95,9.36,7/24/2017,7/29/2017,22,3,100,2,1,2
3303,7/25/2017,Tuesday,s1,40,40307,c646,0,1.208333,24,3.1,31.92,7/25/2017,8/1/2017,20.6,10,80,2,1,1
3304,7/25/2017,Tuesday,s1,40,523,c644,0,0.642857,14,3.1,18.34,7/25/2017,8/1/2017,9.4,3,60,2,1,1
3305,7/25/2017,Tuesday,s1,40,69006,c889,0,12.666666,6,1.6,3.36,7/25/2017,8/1/2017,32.789142,60,200,2,3,6
3306,7/25/2017,Tuesday,s1,40,102601,c608,0,0.266666,30,2.6,18.6,7/25/2017,8/1/2017,9.8,3,60,2,1,1
3307,7/25/2017,Tuesday,s1,40,99584,c1843,0,0.6875,32,1.5,12.48,7/25/2017,8/1/2017,18,6,60,2,1,1
3308,7/25/2017,Tuesday,s1,40,697,c1843,0,0.8,30,1.5,18.9,7/25/2017,8/1/2017,27,5,100,2,1,1
3309,7/25/2017,Tuesday,s1,40,101838,c596,0,0.15625,32,1.5,11.84,7/25/2017,8/1/2017,15.133333,4,30,2,1,1
3310,7/25/2017,Tuesday,s1,40,102605,c646,0,0.722222,18,3.3,28.98,7/25/2017,8/1/2017,10.666667,3,30,2,1,1
3311,7/25/2017,Tuesday,s1,40,1008,c893,0,3.666666,12,2.2,9.36,7/25/2017,8/1/2017,43,24,100,2,2,4
3312,7/25/2017,Tuesday,s1,40,550,c645,0,0.6,15,2.95,17.7,7/25/2017,8/1/2017,7.9,4,40,2,1,1
3313,7/25/2017,Tuesday,s1,40,6331,c894,0,3.833333,6,3.9,12.48,7/25/2017,8/1/2017,13.3,12,100,2,1,1
3314,7/25/2017,Tuesday,s1,40,6199,c644,0,0.916666,12,3.1,17.16,7/25/2017,8/1/2017,8.4,5,24,2,1,1
3315,7/25/2017,Tuesday,s1,40,44836,c900,0,1.041666,24,2.8,27.6,7/25/2017,8/1/2017,21,6,30,2,1,1
3316,7/25/2017,Tuesday,s1,40,86626,c608,0,0.266666,30,2.6,20.7,7/25/2017,8/1/2017,13,3,30,2,1,1
3317,7/25/2017,Tuesday,s1,40,135576,c596,0,0.5,36,1.5,13.68,7/25/2017,8/1/2017,16.3,3,30,2,1,1
3318,7/25/2017,Tuesday,s1,40,671,c596,0,0.416666,24,1.5,8.88,7/25/2017,8/1/2017,8.608333,7,80,2,1,1
3319,7/25/2017,Tuesday,s1,40,1019,c895,0,0.166666,24,2.2,17.28,7/25/2017,8/1/2017,7.1,0,1,2,1,1
3320,7/25/2017,Tuesday,s1,40,39450,c901,0,1.916666,12,2.2,9.36,7/25/2017,8/1/2017,25.9,12,100,2,2,2
3321,7/25/2017,Tuesday,s1,40,62647,c646,0,0.8,10,4.1,16.3,7/25/2017,8/1/2017,7.6,2,30,2,1,1
3322,7/25/2017,Tuesday,s1,40,31406,c902,0,4.583333,12,2.2,9.36,7/25/2017,8/1/2017,44,24,300,2,1,4
3323,7/25/2017,Tuesday,s1,40,1003,c902,0,2.833333,12,2.2,9.36,7/25/2017,8/1/2017,28,24,150,2,2,2
3324,7/25/2017,Tuesday,s1,40,25729,c888,0,9.666666,6,2.2,4.01,7/25/2017,8/1/2017,20.338468,40,200,2,1,1
3325,7/25/2017,Tuesday,s1,40,44838,c900,0,1.833333,12,2.8,11.88,7/25/2017,8/1/2017,10.9,12,60,2,1,2
3326,7/25/2017,Tuesday,s1,40,963,c888,0,4.458333,24,1.5,0.45,7/25/2017,8/1/2017,58,60,150,2,1,2
3327,7/25/2017,Tuesday,s1,40,635,c607,0,0.125,24,1.45,11.76,7/25/2017,8/1/2017,3.075,3,15,2,1,1
3328,7/25/2017,Tuesday,s1,40,25748,c605,0,0.333333,6,3.5,7.68,7/25/2017,8/1/2017,2.7,3,70,2,1,1
3329,7/25/2017,Tuesday,s1,40,1165,c768,0,2.5,6,2.8,7.26,7/25/2017,8/1/2017,14,6,60,2,1,1
3330,7/25/2017,Tuesday,s1,40,1166,c768,0,1,24,1.7,17.22,7/25/2017,8/1/2017,40,12,60,2,2,2
3331,7/25/2017,Tuesday,s1,40,68696,c1843,0,0.6,30,1.5,18.9,7/25/2017,8/1/2017,31,5,100,2,1,1
3332,7/25/2017,Tuesday,s1,40,44834,c900,0,0.625,24,3.3,29.04,7/25/2017,8/1/2017,18,6,50,2,1,1
3333,7/25/2017,Tuesday,s1,40,86651,c895,0,1,6,3.9,11.58,7/25/2017,8/1/2017,11.5,2,12,2,2,2
3334,7/25/2017,Tuesday,s1,40,39461,c895,0,2.333333,12,2.4,9.96,7/25/2017,8/1/2017,27,6,48,2,1,1
3335,7/25/2017,Tuesday,s1,40,39463,c895,0,1.083333,12,2.4,9.72,7/25/2017,8/1/2017,8,6,48,2,1,1
3336,7/25/2017,Tuesday,s1,40,24851,c894,0,2.166666,6,3.1,6.42,7/25/2017,8/1/2017,12,3,50,2,1,1
3337,7/25/2017,Tuesday,s1,40,971,c888,0,13.666666,6,2.2,3.97,7/25/2017,8/1/2017,36,60,120,2,3,3
3338,7/25/2017,Tuesday,s1,40,101125,c768,0,3.333333,6,1.95,4.23,7/25/2017,8/1/2017,13,12,72,2,1,1
3339,7/25/2017,Tuesday,s1,40,39465,c886,0,1.041666,24,1.8,13.56,7/25/2017,8/1/2017,24,6,50,2,1,1
3340,7/25/2017,Tuesday,s1,40,102615,c895,0,1,12,2.1,10.2,7/25/2017,8/1/2017,12,2,40,2,1,1
3341,7/25/2017,Tuesday,s1,40,990,c904,0,0.291666,24,2.2,18.96,7/25/2017,8/1/2017,7.5,6,30,2,1,1
3342,7/25/2017,Tuesday,s1,40,63327,c901,0,6.416666,12,2.95,14.52,7/25/2017,8/1/2017,35,50,100,2,1,1
3343,7/25/2017,Tuesday,s1,40,555,c647,0,0.375,24,2.5,19.92,7/25/2017,8/1/2017,11.4,4,40,2,1,1
3344,7/25/2017,Tuesday,s1,40,63329,c902,0,1.333333,12,2.95,14.52,7/25/2017,8/1/2017,10,14,100,2,1,1
3345,7/25/2017,Tuesday,s1,40,54773,c1843,0,0.708333,24,1.5,8.16,7/25/2017,8/1/2017,13.1,4,60,2,1,1
3346,7/25/2017,Tuesday,s1,40,1010,c893,0,0.708333,24,2.2,20.16,7/25/2017,8/1/2017,14.672223,6,100,2,1,1
3347,7/25/2017,Tuesday,s1,40,29912,c661,0,1.416666,12,1.95,6.36,7/25/2017,8/1/2017,17.7,3,70,2,1,1
3348,7/25/2017,Tuesday,s1,40,29909,c661,0,0.333333,12,1.95,6.36,7/25/2017,8/1/2017,21,3,70,2,2,2
3349,7/25/2017,Tuesday,s1,40,62364,c1845,0,0.375,40,2.7,46,7/25/2017,8/1/2017,13,5,60,2,1,1
3350,7/25/2017,Tuesday,s1,40,985,c906,0,5.166666,6,3.5,9.12,7/25/2017,8/1/2017,20,12,60,2,1,1
3351,7/25/2017,Tuesday,s1,40,1013,c893,0,1.916666,24,2.2,20.16,7/25/2017,8/1/2017,59,24,500,2,2,2
3352,7/25/2017,Tuesday,s1,40,25810,c768,0,1.833333,6,1.2,2.86,7/25/2017,8/1/2017,20,12,72,2,4,4
3353,7/25/2017,Tuesday,s1,40,24741,c644,0,0.583333,12,2.5,9.84,7/25/2017,8/1/2017,5.4,2,15,2,1,1
3354,7/25/2017,Tuesday,s1,40,6202,c608,0,0.1,30,2.6,18.6,7/25/2017,8/1/2017,16,3,60,2,1,1
3355,7/25/2017,Tuesday,s1,40,602,c608,0,0.233333,30,2.6,18.6,7/25/2017,8/1/2017,6.6,3,60,2,1,1
3356,7/25/2017,Tuesday,s1,40,528,c644,0,0.375,24,2.95,30,7/25/2017,8/1/2017,14.9,4,40,2,1,1
3357,7/25/2017,Tuesday,s1,40,789,c599,0,0.333333,27,4.2,58.32,7/25/2017,8/1/2017,9.915152,5,40,2,1,1
3358,7/25/2017,Tuesday,s1,40,109693,c597,0,0.3125,32,1.9,17.28,7/25/2017,8/1/2017,12.3,5,40,2,1,1
3359,7/25/2017,Tuesday,s1,40,57638,c644,0,0.75,12,2.95,15.72,7/25/2017,8/1/2017,16,2,50,2,1,1
3360,7/25/2017,Tuesday,s1,40,1012,c893,0,4.333333,6,3.1,8.22,7/25/2017,8/1/2017,21.9,12,40,2,2,2
3361,7/25/2017,Tuesday,s1,40,38973,c886,0,2.5,6,2.9,7.2,7/25/2017,8/1/2017,16.088889,6,50,2,1,1
3362,7/25/2017,Tuesday,s1,40,129146,c901,0,5.333333,6,3.5,9.6,7/25/2017,8/1/2017,19,24,60,2,2,2
3363,7/25/2017,Tuesday,s1,40,136129,c904,0,1.333333,6,3.2,7.68,7/25/2017,8/1/2017,7.1,6,30,2,1,1
3364,7/25/2017,Tuesday,s1,40,136128,c904,0,0.75,24,2.2,22.08,7/25/2017,8/1/2017,19.2,12,60,2,1,1
3365,7/25/2017,Tuesday,s1,40,135903,c901,0,6.708333,24,1.5,11.76,7/25/2017,8/1/2017,92,100,500,2,2,6
3366,7/25/2017,Tuesday,s1,40,135870,c646,0,1,16,3.95,29.28,7/25/2017,8/1/2017,23,3,30,2,1,1
3367,7/25/2017,Tuesday,s1,40,131758,c658,0,0.35,20,2.8,19.4,7/25/2017,8/1/2017,10.229167,3,60,2,1,2
3368,7/25/2017,Tuesday,s1,40,135874,c653,0,0.666666,12,3.2,19.68,7/25/2017,8/1/2017,6.966667,2,30,2,1,1
3369,7/25/2017,Tuesday,s1,40,135900,c906,0,1,12,1.95,6.57,7/25/2017,8/1/2017,9.1,12,50,2,1,1
3370,7/25/2017,Tuesday,s1,40,100908,c770,0,1.5,12,3.5,15.48,7/25/2017,8/1/2017,19,3,20,2,1,1
3371,7/25/2017,Tuesday,s1,40,136397,c770,0,0.875,8,2.95,10.16,7/25/2017,8/1/2017,4.3,3,30,2,1,1
3372,7/25/2017,Tuesday,s1,40,136880,c595,0,0.375,24,2.95,25.2,7/25/2017,8/1/2017,9,3,30,2,1,1
3373,7/25/2017,Tuesday,s1,40,144286,c766,0,0.111111,18,1.75,15.3,7/25/2017,8/1/2017,1.3,3,20,2,1,1
3374,7/25/2017,Tuesday,s1,40,144282,c901,0,0.666666,6,4.6,11.46,7/25/2017,8/1/2017,3.7,2,12,2,1,1
3375,7/25/2017,Tuesday,s1,40,144283,c902,0,1.166666,24,1.5,13.44,7/25/2017,8/1/2017,4.3,24,100,2,1,1
3376,7/25/2017,Tuesday,s1,40,135901,c906,0,1.041666,24,1.95,13.14,7/25/2017,8/1/2017,13.3,12,50,2,1,1
3377,7/25/2017,Tuesday,s1,50,82299,c785,2,5.833333,6,4.95,8.94,7/25/2017,7/30/2017,58,3,100,2,3,6
3378,7/25/2017,Tuesday,s1,50,112932,c770,1,0,10,3.5,13.9,7/25/2017,7/30/2017,11.2,3,20,2,1,1
3379,7/25/2017,Tuesday,s1,50,24678,c767,0,0.75,12,2.6,16.8,7/25/2017,7/30/2017,7.22381,2,50,2,1,1
3380,7/25/2017,Tuesday,s1,50,109253,c771,13,2,1,1.5,0.56,7/25/2017,7/30/2017,13.5,2,40,2,1,1
3381,7/25/2017,Tuesday,s1,50,32945,c793,4,5,6,4.85,9.12,7/25/2017,7/30/2017,54.5,10,100,2,2,5
